
>v 1 Oct 14 2014, <DA5557BF>
>+D 10
>15520,14736,15344,15312
15520,14736,15344,15312
15456,14720,15344,15312
15600,14704,15344,15312
15632,14752,15312,15296
15568,14864,15280,15328
15536,14720,15344,15312
15536,14736,15376,15312
15520,14752,15344,15408
15520,14752,15344,15296
15568,14752,15328,15280
15552,14704,15360,15312
15520,14752,15472,15296
15488,14704,15376,15296
15504,14736,15344,15280
15520,14752,15344,15216
15568,14832,15392,15312
15616,14672,15376,15376
15536,14736,15376,15376
15440,14720,15440,15312
15536,14752,15408,15312
15536,14752,15344,15296
15568,14624,15344,15296
15536,14752,15472,15392
15504,14704,15328,15328
15504,14592,15360,15312
15568,14752,15392,15312
15552,14720,15392,15328
15552,14736,15360,15312
15536,14720,15360,15312
15536,14736,15328,15312
15552,14752,15376,15328
15632,14800,15360,15312
15488,14752,15392,15328
15520,14736,15376,15376
15504,14736,15392,15312
15552,14720,15344,15296
15552,14752,15344,15424
15536,14768,15376,15328
15552,14736,15344,15312
15536,14640,15392,15296
15552,14752,15424,15280
15440,14768,15376,15344
15536,14736,15344,15296
15536,14736,15216,15312
15584,14672,15344,15280
15520,14544,15360,15296
15552,14768,15376,15312
15536,14736,15344,15328
15536,14672,15360,15312
15536,14720,15328,15264
15568,14752,15408,15248
15504,14720,15344,15312
15552,14752,15360,15408
15600,14736,15280,15328
15536,14736,15376,15312
15568,14720,15344,15248
15536,14752,15280,15328
15536,14720,15376,15344
15552,14864,15392,15312
15536,14736,15344,15312
15632,14816,15344,15280
15536,14752,15440,15328
15520,14576,15248,15232
15504,14752,15296,15328
15520,14752,15328,15328
15536,14736,15440,15344
15520,14608,15328,15296
15536,14768,15344,15344
15552,14720,15344,15312
15504,14720,15344,15328
15600,14736,15344,15312
15536,14768,15344,15312
15536,14784,15344,15296
15504,14752,15408,15344
15504,14736,15376,15392
15536,14768,15360,15328
15520,14768,15376,15280
15536,14736,15344,15280
15536,14752,15344,15440
15504,14736,15344,15328
15568,14768,15376,15344
15344,14736,15376,15296
15520,14816,15312,15296
15536,14720,15344,15312
15648,14736,15376,15376
15552,14768,15328,15296
15520,14752,15344,15280
15552,14768,15376,15392
15488,14736,15344,15328
15552,14704,15376,15328
15536,14624,15424,15312
15584,14752,15328,15296
15488,14752,15376,15392
15520,14736,15280,15280
15648,14752,15392,15280
15456,14832,15392,15312
15536,14736,15376,15280
15536,14608,15344,15424
15488,14720,15456,15280
15536,14736,15344,15312
15536,14704,15328,15296
15536,14784,15344,15312
15552,14832,15296,15232
15440,14736,15376,15312
15504,14736,15280,15328
15488,14640,15344,15312
15536,14736,15344,15296
15424,14736,15344,15264
15504,14752,15312,15344
15568,14736,15312,15328
15536,14736,15376,15328
15536,14752,15376,15328
15568,14704,15328,15216
15552,14752,15344,15312
15584,14752,15408,15312
15552,14768,15312,15328
15536,14656,15376,15312
15520,14752,15344,15232
15504,14768,15440,15312
15584,14800,15344,15312
15536,14736,15344,15296
15552,14848,15360,15312
15552,14752,15408,15328
15584,14752,15392,15376
15568,14720,15344,15312
15392,14704,15296,15344
15536,14752,15312,15280
15568,14752,15424,15200
15536,14752,15344,15408
15504,14752,15536,15328
15568,14624,15248,15328
15536,14688,15376,15328
15552,14736,15344,15296
15536,14688,15376,15216
15504,14608,15344,15312
15536,14832,15344,15312
15648,14848,15376,15344
15632,14752,15472,15328
15552,14752,15344,15344
15536,14752,15376,15328
15552,14736,15344,15392
15472,14688,15344,15328
15520,14720,15376,15312
15536,14736,15344,15296
15504,14736,15344,15296
15600,14736,15344,15280
15552,14752,15360,15264
15488,14736,15312,15376
15552,14688,15344,15328
15536,14704,15344,15312
15504,14704,15344,15328
15552,14768,15248,15328
15520,14704,15328,15280
15536,14832,15344,15312
15520,14720,15344,15344
15520,14672,15312,15296
15536,14752,15328,15376
15584,14848,15376,15312
15536,14800,15344,15312
15568,14768,15376,15328
15504,14784,15344,15344
15520,14752,15392,15264
15520,14752,15440,15328
15504,14736,15424,15296
15536,14608,15344,15296
15616,14720,15360,15280
15456,14752,15344,15264
15488,14752,15376,15328
15520,14720,15392,15264
15616,14768,15344,15424
15520,14688,15344,15280
15648,14720,15344,15280
15552,14736,15392,15392
15536,14720,15344,15296
15504,14720,15344,15248
15536,14688,15376,15312
15504,14704,15344,15296
15536,14720,15312,15344
15536,14768,15344,15280
15472,14768,15360,15312
15584,14784,15328,15312
15536,14720,15360,15264
15568,14704,15392,15344
15488,14720,15376,15328
15504,14688,15296,15264
15536,14720,15344,15312
15536,14736,15248,15264
15552,14736,15376,15232
15488,14704,15312,15328
15520,14752,15376,15360
15568,14816,15376,15312
15472,14704,15344,15280
15552,14752,15344,15280
15536,14736,15344,15312
15536,14752,15376,15312
15440,14768,15344,15280
15568,14752,15280,15280
15568,14736,15344,15312
15616,14720,15328,15312
15584,14752,15392,15328
15520,14784,15344,15344
15552,14800,15376,15344
15632,14720,15344,15264
15520,14752,15376,15344
15456,14736,15360,15280
15536,14736,15344,15264
15536,14752,15344,15296
15520,14736,15344,15296
15536,14784,15328,15312
