
>v 1 Jul 11 2014, <C1459854>
>a 38704,15344,38480,15344
>a 38800,15344,38480,15392
>a 38704,15344,38416,15408
>a 38704,15392,38496,15376
>a 38800,15328,38512,15392
>a 38704,15344,38464,15376
>a 38688,15280,38512,15376
>a 38704,15344,38560,15344
>a 38736,15392,38480,15392
>a 38672,15376,38496,15408
>a 38736,15408,38480,15392
>a 38544,15264,38512,15504
>a 38736,15376,38496,15392
>a 38736,15344,38448,15408
>a 38704,15344,38448,15360
>a 38720,15344,38448,15376
>a 38688,15344,38496,15344
>a 38720,15328,38464,15376
>a 38704,15328,38448,15408
>a 38704,15392,38496,15376
>a 38704,15344,38496,15440
>a 38736,15296,38544,15408
>a 38704,15344,38480,15392
>a 38720,15376,38432,15344
>a 38752,15344,38512,15392
>a 38736,15376,38512,15392
>a 38832,15344,38560,15408
>a 38768,15328,38480,15424
>a 38768,15376,38512,15392
>a 38736,15504,38576,15392
>a 38704,15344,38576,15392
>a 38704,15424,38448,15424
>a 38752,15344,38576,15280
>a 38704,15392,38496,15424
>a 38768,15392,38496,15392
>a 38704,15312,38480,15392
>a 38688,15376,38448,15312
>a 38704,15376,38480,15392
>a 38736,15344,38496,15472
>a 38704,15376,38448,15344
>a 38736,15360,38480,15344
>a 38704,15200,38496,15472
>a 38848,15344,38576,15328
>a 38816,15344,38496,15376
>a 38704,15344,38448,15392
>a 38720,15360,38480,15360
>a 38720,15344,38560,15392
>a 38704,15280,38512,15408
>a 38704,15344,38496,15408
>a 38768,15344,38496,15376
>a 38720,15360,38416,15408
>a 38704,15376,38528,15456
>a 38672,15344,38496,15360
>a 38784,15344,38528,15360
>a 38736,15344,38512,15408
>a 38736,15344,38480,15344
>a 38704,15344,38464,15264
>a 38608,15360,38480,15376
>a 38704,15344,38464,15440
>a 38832,15344,38512,15392
>a 38800,15328,38496,15392
>a 38704,15312,38432,15312
>a 38704,15328,38448,15376
>a 38688,15328,38512,15424
>a 38720,15296,38480,15376
>a 38672,15328,38480,15344
>a 38736,15376,38480,15328
>a 38672,15344,38480,15344
>a 38720,15344,38480,15392
>a 38640,15312,38480,15392
>a 38704,15344,38480,15392
>a 38752,15328,38544,15296
>a 38704,15344,38464,15392
>a 38720,15392,38496,15408
>a 38704,15376,38448,15376
>a 38736,15312,38480,15328
>a 38672,15456,38496,15408
>a 38720,15392,38496,15392
>a 38720,15344,38512,15392
>a 38672,15248,38448,15280
>a 38704,15280,38544,15344
>a 38704,15312,38480,15312
>a 38736,15344,38544,15392
>a 38704,15344,38560,15280
>a 38800,15360,38480,15408
>a 38736,15408,38480,15440
>a 38704,15328,38480,15376
>a 38704,15280,38496,15392
>a 38688,15344,38480,15344
>a 38672,15296,38496,15376
>a 38720,15456,38480,15472
>a 38768,15344,38496,15408
>a 38656,15344,38512,15392
>a 38688,15312,38480,15392
>a 38704,15328,38448,15376
>a 38688,15344,38512,15408
>a 38640,15472,38496,15424
>a 38704,15344,38480,15344
>a 38704,15312,38512,15392
>a 38720,15280,38544,15424
>a 38768,15344,38528,15472
>a 38736,15376,38448,15344
>a 38720,15344,38576,15408
>a 38704,15344,38448,15392
>a 38704,15376,38480,15376
>a 38672,15344,38496,15392
>a 38704,15376,38576,15376
>a 38656,15376,38592,15392
>a 38704,15392,38480,15488
>a 38704,15360,38480,15408
>a 38704,15344,38496,15424
>
