
>
>
>v 1 Jul 10 2014, <0E8682B8>
>a 15952,15216,15248,15168
>a 15920,15216,15216,15216
>a 15952,15216,15152,15248
>a 15920,15216,15200,15264
>a 15952,15216,15216,15264
>a 15952,15248,15168,15168
>a 15968,15216,15200,15264
>a 15936,15152,15184,15248
>a 16032,15200,15216,15232
>a 15952,15184,15216,15184
>a 15920,15216,15216,15232
>a 15920,15136,15200,15280
>a 15952,15200,15216,15152
>a 15952,15248,15216,15232
>a 15920,15216,15168,15216
>a 15920,15200,15120,15216
>a 15952,15296,15184,15216
>a 15920,15216,15120,15200
>a 15984,15232,15152,15200
>a 15968,15216,15200,15200
>a 15920,15216,15168,15184
>
